date,text
1932.05.10,"Only the most hardened scribbler could attempt to write in the Orient Express—for the letters are swept out of my hand—heads & tails. Here we are, 10.30, in Jugo Slavia, a tamer more subjugated country far than Greece, the last of which we saw last night—crossing a terrific stone gorge on a crazy bridge & looking down till I quivered from our window, sitting down to dinner with Venus colliding with the moon, & a shepherds hut, & two men in long coats lit up by the electric lights of our restaurant car. Curious contrasts! Our sufficiency & civilisation drawing all compact through want, poverty, desolation, shepherds, sheep, torrents, lonely rivers winding through rocks. We dined, on the usual smoke grey china. Another bride & groom on board. Gathered in the salon at the station were all their friends come with boxes of chocolate. She said in English “Looking through my things I found this belt” & gave it to the young man with the choc. box. A few sentences—specially intimate—arch—coquettish?—in English; then a babble of Greek again. A language one doesn’t understand is always unaccented, sibyllant, soft, wavy, unidentifiable with words. Last night was bad. Very hot. Then interruptions. At Salonika (1.30) they came in to ask about money. We had been advised to hide all except 600 drachmas—where? In the electric light bell he said. An impossible idea—so we disposed them all over—in the pockets of Baedeker, in an envelope. In Yugo Slavia the same question. So on, stopping & starting all night. We woke, & washed, looking at mountains. But the time had changed back & we had to wait 2 hours for coffee. Now for Rousseau."
1932.05.11,"again this heroism in the attempt at pen & ink; but I am tired of reading Rousseau: it is 6 o’clock; & we have just said that by this time tomorrow we shall be in Monk’s House. L. will be talking to Pinka. As it is, we are shaking & rattling through Lombardy towards the Alps: & shall wake near Paris. It is a flat country set with small red houses. All is tame & rich & civilised after Greece. We went out in the rain & walked up the broad stucco streets of Belgrade yesterday: we saw nothing but very tall men in tight fitting clothes: two women in looping breeches & Turkish handkerchiefs; & so back to the train again. We saw Trieste in the same way this morning, but hot sunny [?], with its sea spread silky & boats & there attached ourselves to England by buying The Times. The paper reads empty & provincial—these good Englishmen making such a bother about the Academy & motor cars when all the time there is Athens & the Greek islands. In kindness to my eyes now & to come I stop."
1932.05.15,"And now, Whit Sunday, here we are at Monks House, & Greece is perceptibly melting: just for a moment England & Greece stood side by side, each much enlivened by the other. When we landed, the English coast seemed long low sweeping empty. I exclaimed at the extraordinary English green—with its silver mixture; & L. said the earth had an unbaked look—no red in it; & the lines of the hills so sloping. Now our road seems a garden path. This was Greece still active in our eyes. But its force is waning. Already my mind is hard at work (in my absence) arranging, editing, bringing forward, eliminating, until it will present me, unasked, with visions, as I walk, of Aegina, of Athens—the Acropolis with the incandescent pillars; the view from the goatherds hill at Delphi—no, the process is not yet complete enough for me to have detached pictures. Last nights gossip at Charleston has further strewn sand over Greece. And my head has settled down; & my body is rapidly using itself to arm chairs & soft beds & English meat & Jam.

[End of inserted pages]"
1932.05.17,"What should be is the right attitude towards criticism? What ought I to feel & say & do when Miss B. devotes an article in Scrutiny to attacking me? She is young, Cambridge, ardent. And she says I’m a very bad writer. Now I think the thing to do is to note the pith of what is said—that I dont think—then to use the little kick of energy which opposition supplies to be more vigorously oneself. It is perhaps true that my reputation will now decline. I shall be laughed at & pointed at. What should be my attitude—clearly Arnold Bennett & Wells took the criticism of their youngsters in the wrong way. The right way is not to resent; not to .. be long suffering & Christian & submissive either. Of course, with my odd mixture of extreme rashness & modesty (to analyse roughly) I very soon recover from praise & blame. But I want to find out an attitude. The most important thing is not to think very much about oneself. To investigate candidly the charge; but not fussily, not very anxiously. On no account to retaliate by going to the other extreme—thinking too much. And now that thorn is out—perhaps too easily but then of course John interrupted."
1932.05.19,"John has interrupted to some purpose. All last night Nessa put his case for him & against the irascible Leonard & the hard work & the underpay. And today we have to discuss with him his ‘feelings’—I’m not specially sympathetic, thinking of all the time we’ve spent. And Hilda M⁠[atheson]. lunches tomorrow; with a view to—Oh dear, the Press, the Press—how much time it has cost us."
1932.05.23,"Here is a little scene that I will write, bored as I am with refurbishing Dickens.

Yesterday we were driving home [from Richmond]. As we came to Mortlake Bridge I saw some heads bobbing in the river. I thought they were boys bathing; I thought it odd; why bathe on Sunday under a bridge! And then I saw a boat flopping on its side; & then a crowd; & then putting two & two together realised that this silent bobbing scene meant that here was an accident. We stopped & got out & watched three or four people swimming very slowly in full dress the few yards to shore. Then a sound of snoring sobbing was heard. Nobody moved. Nobody was excited active or amused. One red faced dishevelled woman was lying on her back. A man was pulling & pushing her. At last they touched shore; & a bright eyed elderly man scrambled up the steep bank, ran quickly, dripping in black trousers plastered to his legs, to the parapet, where he had left a hat & an overcoat. It was a sordid, silent spectacle—this heroic rescue. Middle class people in full Sunday dress immersed in cold water. I thought of a picture of a miracle; people fully dressed floating: there was a touch of the grotesque; none of terror or sublimity. The boat lay like a log boat, on its side.

So home: & Hilda is willing; & therefore, late last night John comes & renews his application. The mixture of emotionalism & grasping is so odd: as hard as nails, & then quivering."
1932.05.25,"Now I have “finished” David Copperfield, & I say to myself cant I escape to some pleasanter atmosphere? Cant I expand & embalm & become a sentient living creature! Lord how I suffer! What a terrific capacity I possess for feeling with intensity—now, since we came back, I’m screwed up into a ball; cant get into step; cant make things dance; feel awefully detached; see youth; feel old; no, thats not quite it; wonder how a year or 20 perhaps is to be endured. Think, yet people do live; cant imagine what goes on behind faces. All is surface hard; myself only an organ that takes blows, one after another; the horror of the hard raddled faces in the [Chelsea] flower show yesterday; the inane pointlessness of all this existence; hatred of my own brainlessness & indecision: the old treadmill feeling, of going on & on & on; for no reason: Lytton’s death; Carrington’s; a longing to speak to him; all that cut away, gone. Eddy’s idiotic letter; the peevishness & egotism of Eddy; of John; the hardness & competitiveness of life; no space which one can expand in & say Time stand still here; L.’s goodness, & firmness; & the immense responsibility that rests on him. What to do about the press, about Hilda, about John; women; my book on professions; shall I write another novel; contempt for my lack of intellectual power; reading Wells without understanding; Nessa’s children; society; buying clothes; Rodmell spoilt; all England spoilt; terror at night of things generally wrong in the universe; buying clothes; how I hate Bond Street & spending money on clothes; worst of all is this disjected barrenness. And my eyes hurt; & my hand trembles.

A saying of Leonard’s comes into my head in this season of complete inanity & boredom “Things have gone wrong somehow”. It was the night Carrington killed herself. We were walking along that silent blue street with the scaffolding. I saw all the violence & unreason crossing in the air: ourselves small; a tumult outside: something terrifying: unreason. Shall I make a book out of this? It would be a way of bringing order & speed again into my world."
1932.05.26,"And now today suddenly the weight on my head is lifted. I can think, reason, keep to one thing, & concentrate. Perhaps this is the beginning of another spurt. Perhaps I owe it to my conversation with L. last night. I tried to analyse my depression: how my brain is jaded with the conflict within of two types of thought, the critical, the creative; how I am harassed by the strife & jar & uncertainty without. This morning the inside of my head feels cool & smooth instead of strained & turbulent."
1932.05.27,"Last night at Adrian’s evening. Zuckerman on apes. Doris Chapman sitting on the floor. I afraid of Eddy coming in—I wrote him a sharp, but well earned, letter. Adrian so curiously reminiscent—will talk of his school of Greece of the past as if nothing had happened in between: a queer psychological fact in him—this dwelling on the past, when there’s his present & his future all round him: D.C. to wit, & Karin coming in late, predacious, struggling, never amenable or comforting as poor woman no doubt she knows: deaf, twisted, gnarled, short, stockish—baffled, still she comes. Dick Strachey. All these cold elements of a party not mingling. L. & I talk with some effort. Duncan wanders off. Nessa gone to Tarzan. We meet James & Alix in the door. Come & dine says James with the desire strong in him I think to keep hold of Lytton. Monkeys can discriminate between light & dark: dogs cant. Tarzan is made largely of human apes. People have libraries of wild beast ‘shots’ let out on hire. Question how the lion fight was done. Real. Probably the lion was doped or had its claws cut. Talk of Greece. Talk of Spain. Dick was taken for a ghost. A feeling of distance & remoteness. Adrian sepulchral, polite, emaciated, elongated, scientific, called Adrian by Solly; then in come rapid small women, Hughes, & I think his wife. We evaporate at 11.20: courteously thanked for coming by Adrian. Question what pleasure these parties give. Some, presumably, or these singular figures wouldn’t coagulate. A pouring wet day, & we’re off to Rodmell for the week end. As for the Press, we’re to see Harold’s woman on Tuesday & contemplate a re-arrangement: no John, no Hilda, but competent underlings; Belsher coming back after her holiday. Now for more articles. But I think one fortnight will see me through."
1932.06.01,"(Derby day.) Oh dear, oh dear, I dont like dining with Clive—not altogether. It is true I conquered, at 8, my profound trepidation about my clothes. “I wont wear my new dress I said, in case I should be laughed at”. This philosophy shivered on the doorstep, when I saw two 20 horse power cars drawn up, apparently, at his door. Again I fluctuated & shivered, like a blown candle flame, when I came in & found only steamy, grubby inarticulate Rex Whistler. Why have I dressed at all I asked. Then Lord David, then Bea Howe, then Mrs Quennell. Thats all. So to dinner. And the boasting! Clive rattling out noble names. Memories of Cecils, & Godolphins: how Jack Caermarthen was engaged to Mary Baker: how the deaf duchess gondoled with the deaf Mrs Baker: but I played my tricks: jumped over the candlestick; & co operated with Clive in the great business of impressing, I think it was, Mrs Quennell. She could only remember diplomatic society in Tokio. Clive luxuriated in the Embassy at Rome. “Lady—I’ve forgotten her name oh of course, Cynthia Graham”. Then, drawing round after dinner, he put me through my paces about Eddy. And he became teasing, malicious; & he said “But you’ve never known anything—once you were out of your mind—that’s all.” & he said “Now tell the truth. You were extremely disagreeable to Eddy .. Well, well; these little hooks only scratch the surface; & there were moments of brilliant fluency which I enjoyed; when I said its far better to be here, rubbing my wits with these charming people than reading Rousseau in my drawing room; then I revoked that opinion; then I floated again; then I landed in the scrannels. No, I dont think I like Clive’s partys anymore—though theyre stirring enough. I pick up too many thorns, one way & another. His oblique method of getting his own back always exacerbates. His own—what did I steal 20 years ago that he should never feel the debt paid? Anyhow, why not refuse the next party, & rummage on my own? My own pie is full enough: Mary, Christabel, Ld David tonight, Peter Lucas, Ethel tomorrow: &c."
1932.06.02,"Lord David’s party last night. Half across London. Derby night. Great motors full of men with buttonholes. A rose pink girl tripping across Sh⁠[aftesbur]⁠y Avenue hand in hand with a young man: all fluff & roses. Edwardes Sqre very large leafy silent Georgian refined: so too no. 41 with its white & green; its one print—but nothing definite eno’ for my taste: Ly Salisbury by Sargent over the mantelpiece; a butler; an orange cat; Ld D. & Eth Bowen talking by the fire; then Puffin, then John Sparrow. Not a good dinner: meagre; exiguous; & I took too many asparagus. All adroit kind nice talk—the note of the Asquiths & Cecils. ‘How very true’—‘Yes, I agree entirely’—so different from B⁠[loomsbur]⁠y. Theres more body to us. Still I dont complain. A little confabulation about Eddy: then about crying at crowds, at theatres, at films; what is tragic; about football. Sp⁠[arrow]. is a bailer, a solid young man, just called to Chancery Bar who writes a life of Donne after dinner. Talk about Auden & Naomi Mitchison: her review of Auden read aloud: Aeschylus “& all that lot”. How she went to a party with corn in her hair: how her group knocks people down; how they pig in the Ellis’s [?] hotel; how she loves, poses, writes but its not really good, says David. Then they talked about the German youth movement: about bad people: about—Lindsey who likes lice in the head; about Murry; & I wore my new dress, too white & young perhaps; & so came home across London, & must now wash for Maynard’s lunch & the Bernard Shaws—oh damn, oh damn—not an idea in my head or a wish to be brilliant"
1932.06.03,"I dont like old ladies who guzzle. My comment upon Ethel Smyth last night—no doubt a harsh one. But she champed & chopped; & squabbled over her duck; & then was over eaten & had to go home.

My comment upon the Shaws:

he said “I am not sufficiently fond of myself to wish for immortality. I should like to be different. I should like to be a performer in music, & a mathematician. So I dont keep a diary. I destroy all my letters. So did [blank in ms.] He had had letters from every great man. He took them out in the garden & burnt them. But I couldnt burn Ellen Terry’s. They were works of art. It would have been like burning a page of the Luttrell psalter. The handwriting was a work of art. She scribb⁠[l]⁠ed them—never thought of a phrase. But I admit that when our correspondence was published I thought—I admit—I shall be the hero: not a bit of it: I have to admit that Ellen was the superior. She comes out far the better of the two. Frank Harris—his life of me was a life of himself. Theres no truth in it about me. No life of me has a word of truth in it. They say my father was persecuted, & that I was persecuted, as a boy—sent to a Wesleyan School. Desmond MacCarthy says he’s going to write my life—well, he may say so. He comes & talks—I cant tell the truth yet, about myself. The Webbs looked lonely somehow going off to Russia. He’s not growing old—no, I dont find that. I’ve always quarrelled with the Webbs. You see Webb has a gigantic faculty for absorbing information. He could have gone to Oxford—found some flaw in the statutes—proved it to the examiners. But didn’t go: only wanted to be in the right. And so, when I first knew him, I had to overcome an immense amount of useless knowledge. He had to forget things he had learnt. I always tell a story to illustrate this. When I was a boy I asked my father “What is a Unitarian” And he thought for a time & then he said, “Unitarians believe that after Christ was crucified he got down off the Cross & ran away on the other side of the hill.” Years later, when I was 30 or so, I was staying with the Trevelyans at Wellcomb; & the talk got upon Unitarians, & it flashed upon me, this cannot be the true story—but I’d always seen Christ running down the hill all those years. Webb would be much more effective if he’d one drop of the artist. But he has, not one. Beatrice is in despair about it. Cant make a good speech therefore. People think my style as speaker is spontaneous, colloquial. Its the most artificial ever known. I’ve taken long railway journeys & spent them saying the letters of the alphabet aloud so as to make my vowels strike out. Then they forget I’m an Irishman—I think quicker than the English. No I dont mug things up—when I write history I dont read it. I imagine the sort of things people would have done & then I say they did them & then I find out facts—one always can—that prove it. The great pleasure of the Broadcasting to me is that I can sit at home & conduct The Meistersinger myself. I sit with the book of the score & conduct & I’m furious when they dont follow me. That way one finds how often the singers make howlers—come in a bar early or late. Beecham—(here he sang a piece of the Magic Flute) turned that—which is solemn, slow, processionly [?]—into a hornpipe. I leapt in my seat (he leapt up his knees & clasped them in agony— he is never still a moment—he clenches his fists—he flings himself this way & that; he sprang up to go, as if he were 22, not 74 as L. remarked. What life, what vitality! What immense nervous spring! That perhaps is his genius. Immense vivacity—& why I dont read him for pleasure. His face is bright red; his nose lumpy: his eyes sea green like a sailors or a cockatoos. He doesnt much notice who’s there. Told stories about the fortunes of plays to Maynard who was rung up 3 or 4 times at lunch by his colleagues at the Savoy. The ballet starts on Monday & he has no notion if it will crash or flourish. People no longer book ahead. Shaw said they used to book 6 weeks ahead.

(I skipped this page, so will insert here how I heard Maynard say to Mrs Shaw “Well, we’re about as bad as we can be. Never been so bad. We may go over the edge—but as its never been like this, nobody knows. One would say we must”—which was uttered in the low tone of a doctor saying a man was dying in the next room; but didnt want to disturb the company. This referred to the state of Europe, while we lunched—very well too."
1932.06.04,"And last night we stopped the car in Hyde Park & I watched a people on the verge of ruin. How many Rolls Royces, & other low, pink, yellow, very powerful cars werent booming through the park like giant dor-beetles, with luxurious owners, men & women, lying back, on their way to some party. A Rolls Royce means £5000 a year. Then the children in perambulators with nurses. Then the strollers & saunterers. Then the mauve grey green trees, flushed with livid pinks & yellows; the may & the laburnum scarcely burning, like colour under water that cloudy, rainy, thunder yellow evening. So back through the West End—more cars blocked; & we on the verge of a precipice.

This is written, not so much for the sake of its historical interest, as to get the taste of Madame Bolotine’s memoirs out of my mouth. The influence is perceptible. Queer, the pervasiveness of bad writing. And still queerer, the fact that this emotional, unreal badly written, flimsy book is dearer to the writer than a child, has to be delivered by hand, & is the record of a tempestuous violent Russian life yet feebler than Mrs Bartholomew’s memoirs."
1932.06.06,"Last night, Sunday, dining at Clive’s. Just back from Wiltshire. Brown. Good tempered. Nessa heating dinner. C. cross with Lottie—too many dishes—too much fuss—does the napkins into shapes—chatter, gossip; ballet; attack on Bolitho’s Price Consort; Quentin thinks Emperor Napoleon attractive; Clive swears he’s wrong; story of Merimée in love with the Empress Mother; so to Tommy & Raymond. Some acrimony. Duncan says “Raymond needs an arboreous bush”. Nessa says T. wd. appreciate that; Raymond wouldn’t; I say T.’s a screeching gull, & ought to be happy in a lovely young wife; Nessa laughs; they say thats the agony—he isn’t happy. What worse torture? says Clive. One would agree to try living with her in Lambs Conduit St. & then the memory of happier days (always thus lyrical about lovers). And he’s falling flat says Nessa: Angus no longer loves him, nor Barbara. Raymond can make a story out of life, T. cant, I say, for all his sitting in public houses. Oh but he can, says Nessa. Raymond only sits in drawing rooms, says D. testy. (He has been testy about Cassis gossip). So to bed: a man says I lunched with Mrs —— & she has a heavenly bull pup 7 weeks old"
1932.06.13,"Back from a good week end at Rodmell—a week end of no talking, sinking at once into deep safe book reading; & then sleep: clear transparent; with the may tree like a breaking wave outside; & all the garden green tunnels, mounds of green: & then to wake into the hot still day, & never a person to be seen, never an interruption: the place to ourselves: the long hours. To celebrate the occasion I bought a little desk & L. a beehive, & we drove to the Lay; & I did my best not to see the cement sheds. The bees swarmed. Sitting after lunch we heard them outside; & on Sunday there they were again hanging in a quivering shiny brown black purse to Mrs Thompsett’s tombstone. We leapt about in the long grass of the graves, Percy all dressed up in mackintosh, & netted hat. Bees shoot whizz, like arrows of desire: fierce, sexual; weave cats cradles in the air; each whizzing from a string; the whole air full of vibration: of beauty, of this burning arrowy desire; & speed: I still think the quivering shifting bee bag the most sexual & sensual symbol. So home, through vapours, tunnels, caverns of green: with pink & yellow glass mounds in gardens—rhododendrons. To Nessa’s. Adrian has told Karin that he must separate She demurs. They are to start separate houses, he says, in the autumn.

Last week was such a scrimmage: oh so many people: among them Doris [Chapman] & Adrian: she like a dogfish: that circular slit of a mouth in a pale flesh: & an ugly rayed dress: but said by Nessa to be nice. Why the bees should swarm round her, I cant say. Now Vita rings up: may she & Harold dine tonight: then Ethel: I look ahead to my fortnights week end."
1932.06.18,"Adrian rings up & says “Can you suggest a tenant for two rooms? We’re in the throes of dividing things up.” Whether he goes & Karin stays, I dont know. John stays, on a revised basis, as adviser; Miss Scott Johnson as permanent manager; & I am to consult & help John more, & not to sit here “with a red cross on your door, so that I daren’t come in.” My advice is that he shall be more malleable, & less pernickety. He craves influence & authority, to publish the books of his friends: wishes to start a magazine; is poor; cant do without pay; must economise; live with Peggy in Pimlico. Am I too aloof—partly so as not to chatter, partly to get to my own work? Ought one to be more sympathetic; but oh so many people to see & things to fit in already: nevertheless I’ll try, if the new method is to be tried. He says Leonard is “so deep: & plans things; & never comes out at once with what he means; so that I dont know how to behave.” I daresay we’ve spent 10 hours talking about all this. Ethel more than usually controlled. Headaches skirmishing. Oh & I’m finishing the C.R.: I trust to God; have done the last article, & hope to send off to be typed tomorrow. Desmond’s criticism rather sends my value up in my eyes: can’t make a dint in a pat of butter. Man of the word. Respectable, acute, astute, to the point.

Nessa & Duncan’s private view. Tatlock smelling of drink. Horsey [?] arty people. Agnews. Mrs Grant. Mrs Rendel. All this moving round the pictures, & I meeting Ethel [Smyth] in electric blue & Quentin: & she telling us at Stewarts how Miss Liddell rolled down the steps at Marlborough House dead drunk."
1932.06.24,"On the verge of my fortnightly dip at Monk’s House. Dinner at the Hutchinsons last night: sat between Desmond & Lord Balniel. Lord & Lady Derwent also there; & Lord David [Cecil] only absent because of a sprained ankle; & Lord Chichester ringing up. “So good for Leonard” Jack said, “all these Lords.” A certain thin spread tightness in the talk. Champagne necessary. Two footmen. Lady Balniel simple hard direct plain confident young with children, aristocratic. Desmond back from Cambridge & Abbott [a friend]. Very cheerful: & I think his book so bad. How then can he be cheerful? The thin stretched whipped up champagne talk was about—oh, I said to Lord B. some nonsense about pictures: & he said my writing (I’m so well known now) was more real than his politics. “I go about in my wife’s country, & up in Lancashire: I meet the oddest people; very nice: we talk: I’ve got to make a speech at a bazaar about the Christian attitude to the unemployment question. What does it mean? And so dont get much time for pictures. David Cecil & I always loved pictures, even at Eton.” Ly D. Roumanian, passionate, dumb. Jack small talk with Lady B. Mary expanding about Sadlers Wells to B. about Courthauld. B. smoking a cheroot. D. saying what it felt like to be sick. So to the Zoo: a mist rising; white bears elongated like El Grecos: stinking meat held near my nose: bear bit a boy’s arm off; bears dived; white explosion; red & yellow fairy lamps; distant music; the sea lions, rushing like torpedoes, flouncing up the rocks; in silk coats; the blind bear; one swollen white eye; birds flying under the livid green; baby sea lions, like puppies; Mary tipping the man: her sexual response: home with Desmond till 1."
1932.06.28,"Just “finished De Quincey”. Thus am I trying to keep pace with the days & deliver the 2nd C.R. done on the last of June—which I see with dismay is Thursday. I spent last summer thus toiling over The Waves. This is less severe by a long chalk (whats the origin of that? cricket pitch? billiards?) Anyhow it blazes; swoons; the heat. Royal, imperial, are the words I fumble with in the Square. So hot yesterday—so hot, when Prince Mirsky came with his dubious fluent Russian lady: I mean she was full of temperament; had the free gestures of the Slav; but Mirsky was trap mouthed; opened & bit his remark to pieces: has yellow misplaced teeth; wrinkles his forehead; dispair, suffering, very marked on his face. Has been in England, in boarding houses for 12 years; now returns to Russia ‘for ever’. I thought as I watched his eye brighten & fade—soon there’ll be a bullet through your head. Thats one of the results of war: this trapped cabin’d man: but that didnt lubricate our tea.

Vita came in; then Alix; both relieved of their books (Vita’s is said to be bad) & so rather elated. Vita is driving west, alone, for 4 days today. An American has offered her £250 for 2,000 words; & will offer the same to me. I doubt it. Alix like a red Indian; so large boned, & with wrinkles, & sunburn like an Indians. And tonight, to my considerable alarm, at opening an entirely new door, into an entirely new room, I dine with Katharine Furse. And here’s Morgan come to lunch. So enough."
1932.06.29,"The room was a very sumptuous room; a wide staircase led to it; a broad hall. I was early. “What a magnificent cabinet!” I said to hide my nervousness, with this old charwoman in the tight dress & black stockings. All her hair has shrunk. She has the hardened, lined, drawn face of a very unhappy woman. Why, in that light she looked terrible to me. Where had the handsome Katharine gone: she who strode; had firm red cheeks; & was decisive, masterly, controlled even in the great trench [?] of her unhappiness? Heavens, what an injury life inflicts! To have replaced that dashing youth with this almost intolerable look of suffering: a grudging look; a scraped bare look; the ugly poor woman look. By dint of arrangement, by looking through half closed eyes I could, as the evening wore on & the light faded piece together something fine: her eyes; small but penetrating; her gestures—they are still free & bold, though so much hampered by bare arms & tight ugly black & blue dress. What is fine is that she conceals nothing; has no shrinking left; has been wrung & mangled out of the softnesses & sensibilities. How white her face is, too; yet she commanded her table—her & Follett’s table—with the old mastery; but as if nothing gave her any pleasure. She never relaxed. Never lost her look of suffering the whole evening. To harden to blunt to coarsen that is the worst damage age—& I daresay she’s only 8 years older than I am—can inflict. Is this all Charles’ death? Or what? The talk spattered & sprinkled. A dry precise old pepperbox called Cabot, professor of Harvard, his vague wife, Mary Follett, verbose, diffuse—that was the party & we sat & let the light turn grey & cold & all the cabinets grow dim—all very elderly & ugly. Was that contained in my dismay with Katharine—the sense I look like that too. Perhaps. Then Leonard came in, in his grey suit & blue tie, sunburnt; & I felt that we are still vigorous & young. And so kissed Katharine the old woman on the doorstep. Yes, last time we met she was driving a dogcart: & it was a cold winters day, & she was going to the docks to look at treasure."
1932.07.03,"Whenever I suck my pen, my lip is covered with ink. And I have no ink with which to fill my pot; & it is 10 minutes past 12; & I have just finished Hardy; & I promise myself that the C.R. will be finally done by Wednesday next. And today is Sunday. Last night at 10. the Zeppelin came past with a string of light hanging from its navel. This consoled me for not having gone to the last night of the [Camargo] ballet.

Now I have cleaned my table; which John inherits while I’m away. And I should now attack Ch. Rossetti. But Lord, how tired one gets of one’s own writing."
1932.07.06,"Today is Wednesday & the CR I confess is not yet quite done. But then—well I had to re-write the last article, which I had thought so good, entirely. Not for many years shall I collect another bunch of articles. Many many people, too, & parties still to be transacted. On Sunday the Bussies; he detached ironic Gallic; she intense, worried, ineffective rather; money troubles; war loan investments vanished; they’re left with £80 income. But we shall go to Spain in September said Simon. Then to Angelica, passing the funeral in Epping forest; Nessa made her dress for the ballet party sitting in a field after lunch, while Quentin & Angelica wandered & L. made up an article & spoke to an old man in a hedge. Then Adrian came on Sunday night, garrulous & cheerful; talking science: then [on 4 July] we dined with the James’s: Alix Red Indian: James trying to extend a feeler from his hard nut. I’m an old friend, Lytton’s friend. Will we choose books. How Carrington lied to him the night before Lytton died: said she wd not kill herself; was found unconscious in the car later. How regular your books are I said: a mere weed, he said of Eddy in Lytton’s way

These days have been very hot & very busy: books out tomorrow, Plomer, my letter & Hugh’s."
1932.07.08,"And so I fainted, at the Ivy: & had to be led out by Clive. A curious sensation. Feeling it come on; sitting still & fading out: then Clive by my side & a woman with salts. And the odd liberation of emotion in the cab with Clive; & the absolute delight of dark & bed: after that stony rattling & heat & Frankie shouting; & things being churned up, removed.

I write this on a blazing morning, because L. is instructing Miss C⁠[ashin]. how to arrange the books: so that I cant correct articles. “Everywhere I look everything is hopeless…. Either the Northern Saga ought not to be here at all—or it ought to be in the other room…. (John is ill: publishing day yesterday; Harold drivelling snapping, when I hoped for ‘serious criticism’—why go on hoping?) the whole of thats going over—Here are 3 things of Nature has no tune of wh. we dont sell a copy a year….”

Oh dear, I’ve twenty minutes to use; & cant ‘correct’ any more. What a fling I shall have into fiction & freedom when this is off! At once, an American comes to ask me to consider writing articles for some huge figure. And (hushed be this said) I sent Nessa a cheque for £100 last night: & Leonard gave his mother £50, & Philip [his youngest brother] £50. These are among the solid good things, I think: Nessa’s £100 will buy her some release from worry, I hope: Clive saying they must spend £600 a year less. Roger to have his operation, said to be slight, tomorrow. Adrian fretted to death—almost to fainting in the street—must anyhow stumble in to Nessa’s & ask for water & spend the evening—by the vagaries of his Doris. This is what Francis foretold: a girl of dubious morality, & to me like a codfish in her person. And there are fleas at M⁠[onks].H⁠[ouse].: to which we go; & black beetles here, & said to be mice also."
1932.07.11,"I will take a new pen & a new page to record the fact which is now a fact that I have slipped a green rubber band round the Common Reader, second series, & there it lies, at 10 minutes to one, ready to take upstairs. There is no sense of glory; only of drudgery done. And yet I daresay its a nice enough book to read—I doubt that I shall write another like it all the same. I must find a quicker cut into books than this. But heaven be praised, not now. Now I’m taking a holiday. That is to say, what shall I write tomorrow? I can sit down & think."
1932.07.13,"I have been sleeping over a promising novel. Thats the way to write. Its a livid hot day; & Clive has been summoned to take Mary Baker to Claridges—Oh dont think me too frivolous—& may I know who was coming—what young lady—& we’ve got Morgan instead—a change all to L.’s liking. Almost our last party.

I’m ruminating, as usual, how to improve my lot; & shall begin by walking, alone, in Regents Park this afternoon. What I mean is why do a single thing one doesn’t want to do—for instance buy a hat or read a book? Old Joseph Wright & Lizzie Wright are people I respect. Indeed I do hope the 2nd vol. will come this morning. He was a maker of dialect dixeries: he was a workhouse boy—his mother went charing. And he married Miss Lea a clergyman’s daughter. And I’ve just read their love letters with respect. And he said “Always please yourself—then one person’s happy at any rate”. And she said “make details part of a whole—get proportions right”—contemplating marriage with Joe. Odd how rare it is to meet people who say things that we ourselves could have said. Their attitude to life much our own. Joe a very thick sturdy man—‘I am unique in certain respects’ he said. ‘We must leave some record of Joe & Lizzie to posterity’. Had his old working mother to Oxford. She thought All Souls would make a good Co-op. Had a fist & struck boys. His notion of learning. I sometimes would like to be learned myself. About sounds & dialects. Still what use is it? I mean, if you have that mind why not make something beautiful? Yes, but then the triumph of learning is that it leaves something done solidly for ever. Everybody knows now about dialect, owing to his dixery. He is a coarse, sturdy variety of Sidney Webb & Walter Leaf—stockish, hairy; more humorous & forcible than either. Could work all night, wash, & work all next day. Miss Weisse, Tovey’s lady, brought them together—made Lizzy give up arranging the flowers in the Rectory & go to Oxford. She a woman of character. Wouldnt accept Jo’s offer of a job because he made her feel like a bear at the end of a chain. But she married him. They were lost in the woods by Virginia Water in 1896: & sat on a seat & had an hour of great suffering, after which she accepted him—they got on a bakers cart & were taken back to Miss Weisse. An absorbing story. Joe knew all about servants. Joe taught himself to read at 14; taught mill boys in a bedroom for 2d a week; a surly but very sensitive man, apparently. Now this is a testimony to Joe & Lizzy that I’ve been thinking how I should have liked to see them—would now like to write to her. A fine face with bright big eyes—yes—but what happens in volume two?"
1932.07.14,"‘Immunity’ I said to myself half an hour ago, lying back in my chair. Thats the state I am (or was) in. And its a holy, calm, satisfactory flawless feeling—To be immune, means to exist apart from rubs, shocks, suffering; to be beyond the range of darts; to have enough to live on without courting flattery, success; not to need to accept invitations; not to mind other people being praised; to feel This—to sit & breathe behind my screen, alone, is enough; to be strong; content; to let Nessa & D. go to Paris without envy; to feel no one’s thinking of me; to feel I have done certain things & can be quiet now; to be mistress of my hours; to feel detached from all sayings about me; & claims on me; to be glad of lunching alone with Leonard; to have a spare time this afternoon; to read Coleridge’s letters. Immunity is an exalted calm desirable state, & one I could reach much oftener than I do."
